CellId,Score1,Score2,Age,MaskFileName,RawFileName,Probe561_LocScore,Probe638_LocScore
3,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,0
4,-1,-1,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,2
5,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,0,2
6,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,0
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,2
8,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,0,2
9,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,2
10,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,2
11,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 19_C0.tif,n,2
1,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
2,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
3,3,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
4,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
5,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
6,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
8,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
9,2,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
10,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
11,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
12,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
13,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 19_C0.tif,,
1,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
2,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
3,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
4,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
5,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
6,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
8,3,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
9,1,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
10,2,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P19_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 19_C0.tif,,
1,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
2,2,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
3,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
4,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
5,4,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
6,3,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
8,4,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
9,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
10,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
11,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
12,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
13,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
14,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B2_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B2 [144] Montage - 20_C0.tif,,
1,2,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,1
2,1,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,0,0
3,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,0,2
4,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,2
5,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,2
6,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,0,n
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,2,0
8,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,0,2
9,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,2,2
10,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,2,2
11,1,1,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,0
12,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,2
13,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,2
14,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,2
15,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,2,2
16,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,0
17,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,n,0
18,1,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B3_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B3 [144] Montage - 20_C0.tif,0,n
1,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
2,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
3,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
4,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
5,2,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
6,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
7,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
8,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
9,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
10,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
11,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
12,1,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
13,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B4_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B4 [144] Montage - 20_C0.tif,,
1,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
2,2,2,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
3,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
4,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
5,3,3,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
6,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
7,4,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
8,3,4,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
9,0,0,18,/allen/aics/gene-editing/FISH/2019/chaos/data/merged_napari/5500000013/5500000013_63X_20190807_S1_P20_B5_annotations_corrected.tiff,/allen/aics/assay-dev/MicroscopyData/Melissa/2019/20190807/63x_exports/20190807_M01_001_Capture 1 - Capture 1 - B5 [144] Montage - 20_C0.tif,,
