,cell_num,file_name,mh score,kg score
1166,16,5500000013_63X_20190807_S1_P24_B4_annotations_corrected.Actn2_cell16.jpg,3,3
1167,17,5500000013_63X_20190807_S1_P24_B4_annotations_corrected.Actn2_cell17.jpg,4,4
1168,1,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell1.jpg,2,2
1169,2,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1170,3,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1171,4,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell4.jpg,3,3
1172,5,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1173,6,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell6.jpg,3,3
1174,7,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1175,8,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell8.jpg,2,2
1176,9,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1177,10,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell10.jpg,3,3
1178,11,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell11.jpg,3,2
1179,12,5500000013_63X_20190807_S1_P24_B5_annotations_corrected.Actn2_cell12.jpg,1,2
1180,1,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1181,2,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell2.jpg,2,3
1182,3,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell3.jpg,3,4
1183,4,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1184,5,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1185,6,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell6.jpg,2,2
1186,7,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell7.jpg,3,2
1187,8,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1188,9,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1189,10,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell10.jpg,3,3
1190,1,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1191,2,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1192,3,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1193,4,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1194,5,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell5.jpg,3,3
1195,6,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell6.jpg,2,1
1196,7,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell7.jpg,4,4
1197,8,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell8.jpg,4,4
1198,9,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell9.jpg,2,3
1199,10,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell10.jpg,3,3
1200,11,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1201,12,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1202,13,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell13.jpg,3,3
1203,1,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell1.jpg,0,0
1204,2,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell2.jpg,3,3
1205,3,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell3.jpg,3,4
1206,4,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1207,5,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1208,6,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1209,7,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1210,8,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1211,9,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1212,10,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell10.jpg,3,3
1213,11,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell11.jpg,3,3
1214,12,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1215,13,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1216,1,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell1.jpg,0,0
1217,2,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell2.jpg,1,2
1218,3,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1219,4,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell4.jpg,0,0
1220,5,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1221,6,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell6.jpg,2,2
1222,7,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell7.jpg,0,0
1223,8,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell8.jpg,0,0
1224,9,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1225,10,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell10.jpg,2,2
1226,11,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell11.jpg,3,3
1227,12,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell12.jpg,0,1
1228,1,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell1.jpg,3,3
1229,2,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell2.jpg,-1,-1
1230,3,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell3.jpg,2,2
1231,4,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell4.jpg,2,2
1232,5,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell5.jpg,3,2
1233,6,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell6.jpg,3,3
1234,7,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1235,8,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1236,9,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell9.jpg,1,1
1237,10,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell10.jpg,0,1
1238,11,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell11.jpg,3,2
1239,12,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell12.jpg,3,2
1240,1,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1241,2,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell2.jpg,3,2
1242,3,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1243,4,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell4.jpg,4,3
1244,5,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell5.jpg,3,3
1245,6,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1246,7,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell7.jpg,4,3
1247,8,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell8.jpg,2,2
1248,1,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell1.jpg,3,3
1249,2,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell2.jpg,2,2
1250,3,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell3.jpg,3,3
1251,4,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1252,5,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1253,6,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1254,7,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1255,8,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1256,9,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1257,10,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell10.jpg,0,1
1258,11,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell11.jpg,0,0
1259,12,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1260,13,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1261,1,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell1.jpg,3,3
1262,2,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1263,3,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1264,4,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell4.jpg,4,3
1265,5,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1266,6,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell6.jpg,4,4
1267,7,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell7.jpg,2,2
1268,8,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell8.jpg,3,3
1269,9,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1270,1,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1271,2,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell2.jpg,0,1
1272,3,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell3.jpg,3,3
1273,4,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell4.jpg,3,2
1274,5,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1275,6,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell6.jpg,0,1
1276,7,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell7.jpg,1,1
1277,8,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1278,9,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1279,10,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1280,11,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell11.jpg,3,3
1281,12,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell12.jpg,3,3
1282,13,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell13.jpg,4,3
1283,14,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell14.jpg,3,2
1284,15,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell15.jpg,3,3
1285,16,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell16.jpg,3,2
1286,17,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell17.jpg,3,2
1287,18,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell18.jpg,3,3
1288,19,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell19.jpg,3,3
1289,20,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell20.jpg,3,2
1290,21,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell21.jpg,0,1
1291,22,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell22.jpg,3,2
1292,1,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell1.jpg,2,2
1293,2,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell2.jpg,3,2
1294,3,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1295,4,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1296,5,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell5.jpg,3,4
1297,6,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1298,7,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell7.jpg,3,2
1299,8,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell8.jpg,3,3
1300,9,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell9.jpg,4,4
1301,10,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell10.jpg,2,2
1302,11,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell11.jpg,3,2
1303,12,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1304,1,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell1.jpg,3,2
1305,2,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell2.jpg,3,2
1306,3,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell3.jpg,2,2
1307,4,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell4.jpg,3,2
1308,5,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1309,6,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell6.jpg,4,4
1310,7,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1311,8,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell8.jpg,2,2
1312,9,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1313,10,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell10.jpg,2,1
1314,1,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell1.jpg,3,3
1315,2,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1316,3,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1317,4,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell4.jpg,3,2
1318,5,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell5.jpg,1,2
1319,6,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell6.jpg,2,3
1320,7,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1321,8,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell8.jpg,2,2
1322,9,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1323,10,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell10.jpg,2,1
1324,11,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell11.jpg,0,0
1325,12,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell12.jpg,3,3
1326,13,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell13.jpg,2,2
1327,14,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell14.jpg,1,2
1328,15,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell15.jpg,3,3
1329,16,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell16.jpg,3,3
1330,17,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell17.jpg,3,3
1331,1,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1332,2,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell2.jpg,3,2
1333,3,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell3.jpg,2,2
1334,4,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1335,5,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell5.jpg,3,4
1336,6,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell6.jpg,3,3
1337,7,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1338,8,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell8.jpg,3,2
1339,9,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell9.jpg,3,4
1340,10,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1341,11,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell11.jpg,3,3
1342,12,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell12.jpg,3,3
1343,1,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell1.jpg,3,2
1344,2,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1345,3,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell3.jpg,3,2
1346,4,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell4.jpg,0,0
1347,5,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell5.jpg,2,2
1348,6,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell6.jpg,0,0
1349,7,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1350,8,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell8.jpg,4,4
1351,9,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell9.jpg,3,3
1352,1,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell1.jpg,3,3
1353,2,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell2.jpg,3,3
1354,3,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell3.jpg,2,1
1355,4,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell4.jpg,3,2
1356,5,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1357,6,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1358,7,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell7.jpg,0,0
1359,8,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell8.jpg,3,4
1360,9,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1361,10,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell10.jpg,3,3
1362,11,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell11.jpg,4,3
1363,12,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1364,1,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell1.jpg,2,2
1365,2,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1366,3,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1367,4,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell4.jpg,3,3
1368,5,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell5.jpg,3,2
1369,6,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell6.jpg,3,3
1370,7,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1371,8,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell8.jpg,3,2
1372,9,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1373,10,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell10.jpg,0,0
1374,11,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell11.jpg,-1,-1
1375,1,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell1.jpg,2,2
1376,2,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell2.jpg,3,2
1377,3,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell3.jpg,3,3
1378,4,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1379,5,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1380,6,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell6.jpg,3,3
1381,7,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell7.jpg,3,2
1382,8,5500000013_63X_20190807_S1_P29_B2_annotations_corrected.Actn2_cell8.jpg,3,2
1383,1,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1384,2,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1385,3,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1386,4,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1387,5,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell5.jpg,2,2
1388,6,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1389,7,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1390,8,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell8.jpg,3,3
1391,9,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell9.jpg,3,3
1392,10,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell10.jpg,3,4
1393,11,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1394,12,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1395,13,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell13.jpg,3,2
1396,14,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell14.jpg,2,2
1397,15,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell15.jpg,3,2
1398,1,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell1.jpg,2,2
1399,2,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell2.jpg,3,2
1400,3,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell3.jpg,3,3
1401,4,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1402,5,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1403,6,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1404,7,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1405,8,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1406,9,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1407,10,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell10.jpg,3,2
1408,11,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell11.jpg,2,2
1409,12,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1410,13,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1411,14,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell14.jpg,2,2
1412,1,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell1.jpg,2,2
1413,2,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell2.jpg,3,2
1414,3,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1415,4,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell4.jpg,3,3
1416,5,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1417,6,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell6.jpg,3,3
1418,7,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1419,8,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell8.jpg,3,3
1420,9,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1421,10,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell10.jpg,3,2
1422,11,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell11.jpg,3,3
1423,12,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell12.jpg,3,4
1424,13,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell13.jpg,3,3
1425,14,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell14.jpg,0,0
1426,1,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1427,2,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell2.jpg,3,2
1428,3,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell3.jpg,3,2
1429,4,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1430,5,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1431,6,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell6.jpg,3,2
1432,7,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1433,8,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1434,9,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1435,10,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1436,11,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell11.jpg,3,2
1437,12,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell12.jpg,3,2
1438,13,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell13.jpg,3,2
1439,1,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell1.jpg,3,2
