,FOVId,cell_num,file_name,mh score,kg score
1202,,1,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1203,,2,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell2.jpg,2,3
1204,,3,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell3.jpg,3,4
1205,,4,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1206,,5,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1207,,6,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell6.jpg,2,2
1208,,7,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell7.jpg,3,2
1209,,8,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1210,,9,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1211,,10,5500000013_63X_20190807_S1_P25_B2_annotations_corrected.Actn2_cell10.jpg,3,3
1212,,1,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1213,,2,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1214,,3,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1215,,4,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1216,,5,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell5.jpg,3,3
1217,,6,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell6.jpg,2,1
1218,,7,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell7.jpg,4,4
1219,,8,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell8.jpg,4,4
1220,,9,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell9.jpg,2,3
1221,,10,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell10.jpg,3,3
1222,,11,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1223,,12,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1224,,13,5500000013_63X_20190807_S1_P25_B3_annotations_corrected.Actn2_cell13.jpg,3,3
1225,,1,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell1.jpg,0,0
1226,,2,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell2.jpg,3,3
1227,,3,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell3.jpg,3,4
1228,,4,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1229,,5,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1230,,6,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1231,,7,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1232,,8,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1233,,9,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1234,,10,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell10.jpg,3,3
1235,,11,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell11.jpg,3,3
1236,,12,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1237,,13,5500000013_63X_20190807_S1_P25_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1238,,1,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell1.jpg,0,0
1239,,2,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell2.jpg,1,2
1240,,3,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1241,,4,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell4.jpg,0,0
1242,,5,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1243,,6,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell6.jpg,2,2
1244,,7,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell7.jpg,0,0
1245,,8,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell8.jpg,0,0
1246,,9,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1247,,10,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell10.jpg,2,2
1248,,11,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell11.jpg,3,3
1249,,12,5500000013_63X_20190807_S1_P25_B5_annotations_corrected.Actn2_cell12.jpg,0,1
1250,,1,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell1.jpg,3,3
1251,,2,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell2.jpg,-1,-1
1252,,3,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell3.jpg,2,2
1253,,4,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell4.jpg,2,2
1254,,5,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell5.jpg,3,2
1255,,6,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell6.jpg,3,3
1256,,7,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1257,,8,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1258,,9,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell9.jpg,1,1
1259,,10,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell10.jpg,0,1
1260,,11,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell11.jpg,3,2
1261,,12,5500000013_63X_20190807_S1_P26_B2_annotations_corrected.Actn2_cell12.jpg,3,2
1262,,1,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1263,,2,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell2.jpg,3,2
1264,,3,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1265,,4,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell4.jpg,4,3
1266,,5,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell5.jpg,3,3
1267,,6,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1268,,7,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell7.jpg,4,3
1269,,8,5500000013_63X_20190807_S1_P26_B3_annotations_corrected.Actn2_cell8.jpg,2,2
1270,,1,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell1.jpg,3,3
1271,,2,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell2.jpg,2,2
1272,,3,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell3.jpg,3,3
1273,,4,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1274,,5,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1275,,6,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1276,,7,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1277,,8,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1278,,9,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1279,,10,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell10.jpg,0,1
1280,,11,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell11.jpg,0,0
1281,,12,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1282,,13,5500000013_63X_20190807_S1_P26_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1283,,1,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell1.jpg,3,3
1284,,2,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1285,,3,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1286,,4,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell4.jpg,4,3
1287,,5,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1288,,6,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell6.jpg,4,4
1289,,7,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell7.jpg,2,2
1290,,8,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell8.jpg,3,3
1291,,9,5500000013_63X_20190807_S1_P26_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1292,,1,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1293,,2,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell2.jpg,0,1
1294,,3,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell3.jpg,3,3
1295,,4,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell4.jpg,3,2
1296,,5,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1297,,6,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell6.jpg,0,1
1298,,7,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell7.jpg,1,1
1299,,8,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1300,,9,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1301,,10,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1302,,11,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell11.jpg,3,3
1303,,12,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell12.jpg,3,3
1304,,13,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell13.jpg,4,3
1305,,14,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell14.jpg,3,2
1306,,15,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell15.jpg,3,3
1307,,16,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell16.jpg,3,2
1308,,17,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell17.jpg,3,2
1309,,18,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell18.jpg,3,3
1310,,19,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell19.jpg,3,3
1311,,20,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell20.jpg,3,2
1312,,21,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell21.jpg,0,1
1313,,22,5500000013_63X_20190807_S1_P27_B2_annotations_corrected.Actn2_cell22.jpg,3,2
1314,,1,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell1.jpg,2,2
1315,,2,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell2.jpg,3,2
1316,,3,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1317,,4,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1318,,5,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell5.jpg,3,4
1319,,6,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1320,,7,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell7.jpg,3,2
1321,,8,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell8.jpg,3,3
1322,,9,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell9.jpg,4,4
1323,,10,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell10.jpg,2,2
1324,,11,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell11.jpg,3,2
1325,,12,5500000013_63X_20190807_S1_P27_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1326,,1,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell1.jpg,3,2
1327,,2,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell2.jpg,3,2
1328,,3,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell3.jpg,2,2
1329,,4,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell4.jpg,3,2
1330,,5,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1331,,6,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell6.jpg,4,4
1332,,7,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1333,,8,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell8.jpg,2,2
1334,,9,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1335,,10,5500000013_63X_20190807_S1_P27_B4_annotations_corrected.Actn2_cell10.jpg,2,1
1336,,1,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell1.jpg,3,3
1337,,2,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1338,,3,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1339,,4,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell4.jpg,3,2
1340,,5,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell5.jpg,1,2
1341,,6,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell6.jpg,2,3
1342,,7,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1343,,8,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell8.jpg,2,2
1344,,9,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1345,,10,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell10.jpg,2,1
1346,,11,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell11.jpg,0,0
1347,,12,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell12.jpg,3,3
1348,,13,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell13.jpg,2,2
1349,,14,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell14.jpg,1,2
1350,,15,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell15.jpg,3,3
1351,,16,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell16.jpg,3,3
1352,,17,5500000013_63X_20190807_S1_P27_B5_annotations_corrected.Actn2_cell17.jpg,3,3
1353,,1,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1354,,2,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell2.jpg,3,2
1355,,3,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell3.jpg,2,2
1356,,4,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1357,,5,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell5.jpg,3,4
1358,,6,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell6.jpg,3,3
1359,,7,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1360,,8,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell8.jpg,3,2
1361,,9,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell9.jpg,3,4
1362,,10,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1363,,11,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell11.jpg,3,3
1364,,12,5500000013_63X_20190807_S1_P28_B2_annotations_corrected.Actn2_cell12.jpg,3,3
1365,,1,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell1.jpg,3,2
1366,,2,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1367,,3,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell3.jpg,3,2
1368,,4,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell4.jpg,0,0
1369,,5,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell5.jpg,2,2
1370,,6,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell6.jpg,0,0
1371,,7,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1372,,8,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell8.jpg,4,4
1373,,9,5500000013_63X_20190807_S1_P28_B3_annotations_corrected.Actn2_cell9.jpg,3,3
1374,,1,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell1.jpg,3,3
1375,,2,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell2.jpg,3,3
1376,,3,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell3.jpg,2,1
1377,,4,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell4.jpg,3,2
1378,,5,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1379,,6,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1380,,7,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell7.jpg,0,0
1381,,8,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell8.jpg,3,4
1382,,9,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1383,,10,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell10.jpg,3,3
1384,,11,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell11.jpg,4,3
1385,,12,5500000013_63X_20190807_S1_P28_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1386,,1,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell1.jpg,2,2
1387,,2,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell2.jpg,3,3
1388,,3,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1389,,4,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell4.jpg,3,3
1390,,5,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell5.jpg,3,2
1391,,6,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell6.jpg,3,3
1392,,7,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1393,,8,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell8.jpg,3,2
1394,,9,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1395,,10,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell10.jpg,0,0
1396,,11,5500000013_63X_20190807_S1_P28_B5_annotations_corrected.Actn2_cell11.jpg,-1,-1
1397,,1,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell1.jpg,3,3
1398,,2,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1399,,3,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1400,,4,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell4.jpg,3,3
1401,,5,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell5.jpg,2,2
1402,,6,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell6.jpg,3,3
1403,,7,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell7.jpg,3,3
1404,,8,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell8.jpg,3,3
1405,,9,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell9.jpg,3,3
1406,,10,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell10.jpg,3,4
1407,,11,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell11.jpg,3,3
1408,,12,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell12.jpg,3,3
1409,,13,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell13.jpg,3,2
1410,,14,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell14.jpg,2,2
1411,,15,5500000013_63X_20190807_S1_P29_B3_annotations_corrected.Actn2_cell15.jpg,3,2
1412,,1,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell1.jpg,2,2
1413,,2,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell2.jpg,3,2
1414,,3,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell3.jpg,3,3
1415,,4,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell4.jpg,3,3
1416,,5,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell5.jpg,3,3
1417,,6,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell6.jpg,3,3
1418,,7,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell7.jpg,3,3
1419,,8,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell8.jpg,3,3
1420,,9,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell9.jpg,3,3
1421,,10,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell10.jpg,3,2
1422,,11,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell11.jpg,2,2
1423,,12,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell12.jpg,3,3
1424,,13,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell13.jpg,3,3
1425,,14,5500000013_63X_20190807_S1_P29_B4_annotations_corrected.Actn2_cell14.jpg,2,2
1426,,1,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell1.jpg,2,2
1427,,2,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell2.jpg,3,2
1428,,3,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell3.jpg,3,3
1429,,4,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell4.jpg,3,3
1430,,5,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell5.jpg,3,3
1431,,6,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell6.jpg,3,3
1432,,7,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell7.jpg,3,3
1433,,8,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell8.jpg,3,3
1434,,9,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell9.jpg,3,3
1435,,10,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell10.jpg,3,2
1436,,11,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell11.jpg,3,3
1437,,12,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell12.jpg,3,4
1438,,13,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell13.jpg,3,3
1439,,14,5500000013_63X_20190807_S1_P29_B5_annotations_corrected.Actn2_cell14.jpg,0,0
1440,,1,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell1.jpg,3,2
1441,,2,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell2.jpg,3,2
1442,,3,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell3.jpg,3,2
1443,,4,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell4.jpg,3,3
1444,,5,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell5.jpg,3,3
1445,,6,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell6.jpg,3,2
1446,,7,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell7.jpg,3,3
1447,,8,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell8.jpg,3,3
1448,,9,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell9.jpg,3,3
1449,,10,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell10.jpg,3,2
1450,,11,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell11.jpg,3,2
1451,,12,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell12.jpg,3,2
1452,,13,5500000013_63X_20190807_S1_P30_B2_annotations_corrected.Actn2_cell13.jpg,3,2
1453,,1,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell1.jpg,3,2
1454,,2,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell2.jpg,3,3
1455,,3,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell3.jpg,3,3
1456,,4,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell4.jpg,3,4
1457,,5,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell5.jpg,1,2
1458,,6,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell6.jpg,3,2
1459,,7,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell7.jpg,1,2
1460,,8,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell8.jpg,3,3
1461,,9,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell9.jpg,3,3
1462,,10,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell10.jpg,3,3
1463,,11,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell11.jpg,3,2
1464,,12,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell12.jpg,2,2
1465,,13,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell13.jpg,3,2
1466,,14,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell14.jpg,3,3
1467,,15,5500000013_63X_20190807_S1_P30_B3_annotations_corrected.Actn2_cell15.jpg,3,3
1468,,1,5500000013_63X_20190807_S1_P30_B4_annotations_corrected.Actn2_cell1.jpg,3,2
1469,,2,5500000013_63X_20190807_S1_P30_B4_annotations_corrected.Actn2_cell2.jpg,3,3
