,cell_num,file_name,mh Score,kg score
548,10,5500000013_63X_20190807_S1_P12_B4_annotations_corrected.Actn2_cell10.jpg,3,3
549,11,5500000013_63X_20190807_S1_P12_B4_annotations_corrected.Actn2_cell11.jpg,3,3
550,1,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell1.jpg,2,2
551,2,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell2.jpg,3,3
552,3,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell3.jpg,3,3
553,4,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell4.jpg,3,2
554,5,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell5.jpg,3,2
555,6,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell6.jpg,2,2
556,7,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell7.jpg,3,3
557,8,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell8.jpg,0,0
558,9,5500000013_63X_20190807_S1_P12_B5_annotations_corrected.Actn2_cell9.jpg,2,2
559,1,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell1.jpg,3,3
560,2,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell2.jpg,3,3
561,3,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell3.jpg,3,3
562,4,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell4.jpg,5,5
563,5,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell5.jpg,3,3
564,6,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell6.jpg,3,3
565,7,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell7.jpg,3,3
566,8,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell8.jpg,3,2
567,9,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell9.jpg,3,3
568,10,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell10.jpg,3,4
569,11,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell11.jpg,3,3
570,12,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell12.jpg,2,2
571,13,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell13.jpg,4,4
572,14,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell14.jpg,2,2
573,15,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell15.jpg,3,3
574,16,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell16.jpg,3,3
575,17,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell17.jpg,2,2
576,18,5500000013_63X_20190807_S1_P13_B2_annotations_corrected.Actn2_cell18.jpg,3,3
577,1,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell1.jpg,3,3
578,2,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell2.jpg,2,2
579,3,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell3.jpg,0,0
580,4,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell4.jpg,3,3
581,5,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell5.jpg,3,3
582,6,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell6.jpg,3,2
583,7,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell7.jpg,2,2
584,8,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell8.jpg,2,3
585,9,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell9.jpg,3,3
586,10,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell10.jpg,2,3
587,11,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell11.jpg,3,4
588,12,5500000013_63X_20190807_S1_P13_B3_annotations_corrected.Actn2_cell12.jpg,2,3
589,1,5500000013_63X_20190807_S1_P13_B4_annotations_corrected.Actn2_cell1.jpg,3,3
590,2,5500000013_63X_20190807_S1_P13_B4_annotations_corrected.Actn2_cell2.jpg,4,4
591,3,5500000013_63X_20190807_S1_P13_B4_annotations_corrected.Actn2_cell3.jpg,3,3
592,4,5500000013_63X_20190807_S1_P13_B4_annotations_corrected.Actn2_cell4.jpg,3,3
593,5,5500000013_63X_20190807_S1_P13_B4_annotations_corrected.Actn2_cell5.jpg,3,3
594,1,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell1.jpg,2,3
595,2,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell2.jpg,3,2
596,3,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell3.jpg,3,2
597,4,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell4.jpg,3,3
598,5,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell5.jpg,2,2
599,6,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell6.jpg,3,2
600,7,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell7.jpg,3,3
601,8,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell8.jpg,3,3
602,9,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell9.jpg,3,2
603,10,5500000013_63X_20190807_S1_P13_B5_annotations_corrected.Actn2_cell10.jpg,3,3
604,1,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell1.jpg,4,3
605,2,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell2.jpg,3,3
606,3,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell3.jpg,3,2
607,4,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell4.jpg,3,3
608,5,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell5.jpg,3,3
609,6,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell6.jpg,3,3
610,7,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell7.jpg,3,2
611,8,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell8.jpg,3,3
612,9,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell9.jpg,2,2
613,10,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell10.jpg,3,2
614,11,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell11.jpg,3,3
615,12,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell12.jpg,0,0
616,13,5500000013_63X_20190807_S1_P14_B2_annotations_corrected.Actn2_cell13.jpg,1,2
617,1,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell1.jpg,2,2
618,2,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell2.jpg,0,0
619,3,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell3.jpg,3,2
620,4,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell4.jpg,0,0
621,5,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell5.jpg,3,3
622,6,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell6.jpg,3,3
623,7,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell7.jpg,2,2
624,8,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell8.jpg,4,4
625,9,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell9.jpg,3,3
626,10,5500000013_63X_20190807_S1_P14_B3_annotations_corrected.Actn2_cell10.jpg,3,3
627,1,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell1.jpg,3,3
628,2,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell2.jpg,3,3
629,3,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell3.jpg,2,2
630,4,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell4.jpg,4,3
631,5,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell5.jpg,3,3
632,6,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell6.jpg,3,2
633,7,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell7.jpg,3,3
634,8,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell8.jpg,3,3
635,9,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell9.jpg,5,4
636,10,5500000013_63X_20190807_S1_P14_B4_annotations_corrected.Actn2_cell10.jpg,3,3
637,1,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell1.jpg,2,2
638,2,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell2.jpg,2,2
639,3,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell3.jpg,3,3
640,4,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell4.jpg,3,3
641,5,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell5.jpg,3,3
642,6,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell6.jpg,3,2
643,7,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell7.jpg,3,3
644,8,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell8.jpg,2,2
645,9,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell9.jpg,2,1
646,10,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell10.jpg,2,2
647,11,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell11.jpg,3,2
648,12,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell12.jpg,3,2
649,13,5500000013_63X_20190807_S1_P14_B5_annotations_corrected.Actn2_cell13.jpg,3,2
650,1,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell1.jpg,3,3
651,2,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell2.jpg,3,2
652,3,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell3.jpg,3,3
653,4,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell4.jpg,3,2
654,5,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell5.jpg,3,2
655,6,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell6.jpg,3,2
656,7,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell7.jpg,3,3
657,8,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell8.jpg,3,2
658,9,5500000013_63X_20190807_S1_P15_B2_annotations_corrected.Actn2_cell9.jpg,0,0
659,1,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell1.jpg,3,3
660,2,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell2.jpg,2,2
661,3,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell3.jpg,2,2
662,4,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell4.jpg,3,3
663,5,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell5.jpg,3,3
664,6,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell6.jpg,2,2
665,7,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell7.jpg,2,3
666,8,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell8.jpg,3,3
667,9,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell9.jpg,3,3
668,10,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell10.jpg,1,1
669,11,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell11.jpg,3,2
670,12,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell12.jpg,3,3
671,13,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell13.jpg,3,3
672,14,5500000013_63X_20190807_S1_P15_B3_annotations_corrected.Actn2_cell14.jpg,4,3
673,1,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell1.jpg,0,0
674,2,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell2.jpg,0,0
675,3,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell3.jpg,3,3
676,4,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell4.jpg,2,2
677,5,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell5.jpg,3,3
678,6,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell6.jpg,3,3
679,7,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell7.jpg,3,3
680,8,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell8.jpg,2,2
681,9,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell9.jpg,3,3
682,10,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell10.jpg,3,3
683,11,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell11.jpg,2,2
684,12,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell12.jpg,4,4
685,13,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell13.jpg,3,3
686,14,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell14.jpg,2,2
687,15,5500000013_63X_20190807_S1_P15_B4_annotations_corrected.Actn2_cell15.jpg,3,3
688,1,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell1.jpg,0,0
689,2,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell2.jpg,3,3
690,3,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell3.jpg,3,3
691,4,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell4.jpg,3,2
692,5,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell5.jpg,3,3
693,6,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell6.jpg,3,3
694,7,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell7.jpg,3,3
695,8,5500000013_63X_20190807_S1_P15_B5_annotations_corrected.Actn2_cell8.jpg,0,0
696,1,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell1.jpg,2,2
697,2,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell2.jpg,3,2
698,3,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell3.jpg,4,4
699,4,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell4.jpg,3,3
700,5,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell5.jpg,3,3
701,6,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell6.jpg,3,3
702,7,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell7.jpg,3,4
703,8,5500000013_63X_20190807_S1_P16_B2_annotations_corrected.Actn2_cell8.jpg,4,3
704,1,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell1.jpg,2,2
705,2,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell2.jpg,3,3
706,3,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell3.jpg,3,2
707,4,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell4.jpg,3,3
708,5,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell5.jpg,4,3
709,6,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell6.jpg,3,3
710,7,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell7.jpg,3,3
711,8,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell8.jpg,3,3
712,9,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell9.jpg,3,3
713,10,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell10.jpg,0,0
714,11,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell11.jpg,3,3
715,12,5500000013_63X_20190807_S1_P16_B3_annotations_corrected.Actn2_cell12.jpg,3,3
716,1,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell1.jpg,3,3
717,2,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell2.jpg,3,3
718,3,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell3.jpg,3,2
719,4,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell4.jpg,3,3
720,5,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell5.jpg,3,3
721,6,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell6.jpg,0,0
722,7,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell7.jpg,3,2
723,8,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell8.jpg,3,3
724,9,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell9.jpg,2,2
725,10,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell10.jpg,3,3
726,11,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell11.jpg,3,3
727,12,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell12.jpg,4,3
728,13,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell13.jpg,3,3
729,14,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell14.jpg,3,3
730,15,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell15.jpg,3,3
731,16,5500000013_63X_20190807_S1_P16_B4_annotations_corrected.Actn2_cell16.jpg,3,2
732,1,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell1.jpg,3,3
733,2,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell2.jpg,3,3
734,3,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell3.jpg,3,3
735,4,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell4.jpg,2,2
736,5,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell5.jpg,2,2
737,6,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell6.jpg,2,2
738,7,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell7.jpg,3,3
739,8,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell8.jpg,3,3
740,9,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell9.jpg,2,2
741,10,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell10.jpg,3,3
742,11,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell11.jpg,0,0
743,12,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell12.jpg,3,3
744,13,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell13.jpg,3,3
745,14,5500000013_63X_20190807_S1_P16_B5_annotations_corrected.Actn2_cell14.jpg,3,2
746,1,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell1.jpg,3,3
747,2,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell2.jpg,2,2
748,3,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell3.jpg,3,3
749,4,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell4.jpg,3,3
750,5,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell5.jpg,3,3
751,6,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell6.jpg,3,2
752,7,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell7.jpg,3,2
753,8,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell8.jpg,3,3
754,9,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell9.jpg,3,3
755,10,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell10.jpg,4,4
756,11,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell11.jpg,4,4
757,12,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell12.jpg,3,3
758,13,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell13.jpg,3,3
759,14,5500000013_63X_20190807_S1_P17_B2_annotations_corrected.Actn2_cell14.jpg,3,3
760,1,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell1.jpg,3,3
761,2,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell2.jpg,3,3
762,3,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell3.jpg,3,3
763,4,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell4.jpg,3,3
764,5,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell5.jpg,3,2
765,6,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell6.jpg,2,2
766,7,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell7.jpg,3,3
767,8,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell8.jpg,2,2
768,9,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell9.jpg,3,3
769,10,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell10.jpg,2,2
770,11,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell11.jpg,2,3
771,12,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell12.jpg,2,2
772,13,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell13.jpg,3,4
773,14,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell14.jpg,2,2
774,15,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell15.jpg,3,3
775,16,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell16.jpg,3,3
776,17,5500000013_63X_20190807_S1_P17_B3_annotations_corrected.Actn2_cell17.jpg,4,3
777,1,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell1.jpg,4,4
778,2,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell2.jpg,3,3
779,3,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell3.jpg,0,0
780,4,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell4.jpg,1,2
781,5,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell5.jpg,3,3
782,6,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell6.jpg,3,3
783,7,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell7.jpg,4,4
784,8,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell8.jpg,3,4
785,9,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell9.jpg,3,3
786,10,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell10.jpg,3,3
787,11,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell11.jpg,3,3
788,12,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell12.jpg,3,3
789,13,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell13.jpg,2,2
790,14,5500000013_63X_20190807_S1_P17_B4_annotations_corrected.Actn2_cell14.jpg,1,2
791,1,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell1.jpg,3,3
792,2,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell2.jpg,3,3
793,3,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell3.jpg,3,2
794,4,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell4.jpg,3,3
795,5,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell5.jpg,3,2
796,6,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell6.jpg,3,2
797,7,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell7.jpg,3,3
798,8,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell8.jpg,3,4
799,9,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell9.jpg,1,1
800,10,5500000013_63X_20190807_S1_P17_B5_annotations_corrected.Actn2_cell10.jpg,3,3
801,1,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell1.jpg,1,1
802,2,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell2.jpg,2,3
803,3,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell3.jpg,0,0
804,4,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell4.jpg,1,2
805,5,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell5.jpg,2,3
806,6,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell6.jpg,3,3
807,7,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell7.jpg,3,3
808,8,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell8.jpg,3,3
809,9,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell9.jpg,4,4
810,10,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell10.jpg,2,2
811,11,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell11.jpg,3,3
812,12,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell12.jpg,2,2
813,13,5500000013_63X_20190807_S1_P18_B2_annotations_corrected.Actn2_cell13.jpg,3,3
814,1,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell1.jpg,3,3
815,2,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell2.jpg,3,3
816,3,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell3.jpg,3,4
817,4,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell4.jpg,2,2
818,5,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell5.jpg,2,3
819,6,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell6.jpg,2,2
820,7,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell7.jpg,3,3
821,8,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell8.jpg,3,4
822,9,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell9.jpg,4,4
823,10,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell10.jpg,2,3
824,11,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell11.jpg,2,3
825,12,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell12.jpg,3,3
826,13,5500000013_63X_20190807_S1_P18_B3_annotations_corrected.Actn2_cell13.jpg,3,3
